taxon_id,statistic,p_raw,p_adj,is_reference,method,n_perm,constraint,exceed0,method_used,mean_rel_non_ebf,mean_rel_ebf,mean_clr_non_ebf,mean_clr_ebf,log2_fc,clr_difference,prevalence_non_ebf,prevalence_ebf,taxon,method_label,panel_label
Fusicatenibacter,0.6621358621860775,0.45523754476245526,1,FALSE,dacomp,1000000,NA,NA,NA,0.001032666140381945,0.0022731151144858193,0.6974736682356211,1.0919638052500948,1.1375349938364383,0.3944901370144738,0.4748603351955307,0.5706666666666667,Fusicatenibacter,dacomp (1e+06),NA
Lachnospiraceae_NK4A136_group,0.28667109275902225,1,1,TRUE,dacomp,1000000,NA,NA,NA,1.0832915177472e-4,7.779084901745185e-6,-0.9735922307355198,-0.8404824572486226,-3.6384637589998436,0.13310977348689723,0.0111731843575419,0.032,Lachnospiraceae_NK4A136_group,dacomp (1e+06),NA
Blautia,15.753008425934704,8.1999918000082e-5,5.227494772505227e-4,TRUE,dacomp,1000000,NA,NA,NA,0.03472116541043264,0.010699742672333668,5.063589922899928,4.66557197177183,-1.6981459940729784,-0.39801795112809835,0.9888268156424581,0.992,Blautia,dacomp (1e+06),NA
Phascolarctobacterium,4.197520886581038,0.10392618960738104,1,TRUE,dacomp,10000000,NA,NA,NA,1.649903316110652e-4,2.6136036047964762e-5,-0.9043801300540785,-0.8551001343988794,-2.612817315167238,0.04927999565519903,0.0223463687150838,0.021333333333333333,Phascolarctobacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Veillonella,4.16114295359013,0.04089649591035041,0.11871816743852809,FALSE,dacomp,10000000,NA,NA,NA,0.004955886945956799,0.004227099160032673,1.8530937930277998,1.3118222386603304,-0.22942514285558774,-0.5412715543674693,0.6201117318435754,0.5066666666666667,Veillonella,dacomp (1e+07),"dacomp
1e+07 permutations"
Negativicoccus,0.875138586154612,0.2888184711181529,1,TRUE,dacomp,10000000,NA,NA,NA,1.1468226266316499e-4,4.771854914938984e-5,-0.8104852505313089,-0.7796064695513871,-1.2476246005948115,0.030878780979921805,0.05027932960893855,0.04533333333333334,Negativicoccus,dacomp (1e+07),"dacomp
1e+07 permutations"
Dialister,0.09949221155373511,0.899649310035069,1,TRUE,dacomp,10000000,NA,NA,NA,8.003011727265234e-5,5.30159183742212e-5,-0.5170023405828474,-0.4455828922792237,-0.585073599501441,0.07141944830362373,0.18994413407821228,0.2,Dialister,dacomp (1e+07),"dacomp
1e+07 permutations"
Megasphaera,0.5695647324823332,0.597957240204276,1,TRUE,dacomp,10000000,NA,NA,NA,3.586149237551634e-5,2.843633386687649e-4,-0.8692091480673872,-0.8251021315878313,2.952613613872458,0.04410701647955595,0.0446927374301676,0.021333333333333333,Megasphaera,dacomp (1e+07),"dacomp
1e+07 permutations"
Anaeroglobus,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,2.2332251892149594e-5,5.5990687241205344e-06,-0.9638654954353786,-0.8940883783122237,-1.821991207029269,0.06977711712315493,0.01675977653631285,0.008,Anaeroglobus,dacomp (1e+07),"dacomp
1e+07 permutations"
Megamonas,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,9.375410055643057e-6,8.954639221096629e-7,-0.9838131897009206,-0.9058478346007448,-2.4525454536904308,0.07796535510017577,0.0111731843575419,0.008,Megamonas,dacomp (1e+07),"dacomp
1e+07 permutations"
Streptococcus,18.915560193441465,1.1499998850000115e-5,1.0231665643500102e-4,FALSE,dacomp,10000000,NA,NA,NA,0.08099641286533013,0.03336851947005966,6.312637144458961,5.672829420727983,-1.2793449161985115,-0.6398077237309776,1,0.9893333333333333,Streptococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Lactococcus,26.595006510611498,9.9999990000001e-8,9.799999020000097e-7,FALSE,dacomp,10000000,NA,NA,NA,0.008015469718903427,5.428926349295576e-5,0.4287364342881886,-0.5286209860882316,-7.179823880686143,-0.9573574203764201,0.3743016759776536,0.18133333333333335,Lactococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Gemella,1.5647684217086983,0.23535667646433236,1,FALSE,dacomp,10000000,NA,NA,NA,8.814941050625634e-4,4.746584909626913e-4,0.49674274860280426,0.5163234138928382,-0.8916605095242207,0.01958066529003394,0.44692737430167595,0.424,Gemella,dacomp (1e+07),"dacomp
1e+07 permutations"
Staphylococcus,1.8751739801583371,0.17152388284761172,1,FALSE,dacomp,10000000,NA,NA,NA,0.0019316773241116604,0.0036024502233629016,1.4182451624363372,2.083891706168641,0.898778128449645,0.6656465437323036,0.5754189944134078,0.664,Staphylococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Turicibacter,0.4773333333333335,1,1,TRUE,dacomp,10000000,NA,NA,NA,1.1505474379827064e-5,3.7142356606629093e-6,-0.9014205978738344,-0.8626776388346921,-1.4074640008120307,0.03874295903914238,0.055865921787709494,0.034666666666666665,Turicibacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Granulicatella,4.951384215238707,0.03858419614158039,0.11871816743852809,TRUE,dacomp,10000000,NA,NA,NA,2.8179209670198453e-4,2.1691098966585052e-5,-0.6666444164181999,-0.8339730228171182,-3.639543413298311,-0.16732860639891822,0.0782122905027933,0.024,Granulicatella,dacomp (1e+07),"dacomp
1e+07 permutations"
Enterococcus,72.04069003437935,9.9999990000001e-8,9.799999020000097e-7,FALSE,dacomp,10000000,NA,NA,NA,0.05681543481577334,0.015645783696368355,5.433273943925273,3.7054547075214774,-1.8604421746693096,-1.7278192364037954,0.94972067039106145,0.8773333333333333,Enterococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Dolosigranulum,0.2837524119328782,1,1,TRUE,dacomp,10000000,NA,NA,NA,8.262969959594809e-6,2.6024469541723238e-5,-0.9421222889957462,-0.7170064455495332,1.5447195598865977,0.22511584344621305,0.0446927374301676,0.08266666666666667,Dolosigranulum,dacomp (1e+07),"dacomp
1e+07 permutations"
Lactobacillus,4.140781780551339,0.04171499582850042,0.11871816743852809,FALSE,dacomp,10000000,NA,NA,NA,0.009815409919719582,0.013516899774688899,1.3447206863157741,2.332827848790896,0.4616036225977283,0.9881071624751221,0.441340782122905,0.5893333333333334,Lactobacillus,dacomp (1e+07),"dacomp
1e+07 permutations"
Leuconostoc,6.307673860925883,0.033462896653710335,0.1109307369069263,TRUE,dacomp,10000000,NA,NA,NA,2.7819857946122885e-4,7.070377767902799e-6,-0.6568236050668991,-0.8990092540546737,-5.11251158455052,-0.24218564898777462,0.1005586592178771,0.008,Leuconostoc,dacomp (1e+07),"dacomp
1e+07 permutations"
Family_XIII_AD3011_group,2.0949720670391065,0.3231306676869332,1,TRUE,dacomp,10000000,NA,NA,NA,9.060900029892686e-5,3.9376422772647284e-6,-0.9767821686727088,-0.8910742544947388,-4.213595120695315,0.08570791417797008,0.0111731843575419,0.013333333333333334,Family_XIII_AD3011_group,dacomp (1e+07),"dacomp
1e+07 permutations"
Terrisporobacter,13.715643866033057,2.9429997057000293e-4,0.0016764998323500167,TRUE,dacomp,10000000,NA,NA,NA,7.317200374332087e-4,7.855045004828684e-5,-0.2009887411028358,-0.7231386991216638,-3.2033200714957197,-0.522149958018828,0.17318435754189945,0.056,Terrisporobacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Paeniclostridium,1.6249365280317127,0.17456738254326173,1,TRUE,dacomp,10000000,NA,NA,NA,8.142399614728812e-5,6.989828340138571e-6,-0.8571024432100915,-0.8906677753642398,-3.3668279986447294,-0.03356533215414825,0.03910614525139665,0.008,Paeniclostridium,dacomp (1e+07),"dacomp
1e+07 permutations"
Intestinibacter,37.37790629725596,9.9999990000001e-8,9.799999020000097e-7,FALSE,dacomp,10000000,NA,NA,NA,0.005931049450590347,0.0010344444653685686,2.6521671848419652,1.0296296638148053,-2.518280445717382,-1.62253752102716,0.7262569832402235,0.5653333333333334,Intestinibacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Clostridioides,5.197661761770548,0.024645397535460245,0.09721504027849598,TRUE,dacomp,10000000,NA,NA,NA,9.324932253497497e-4,2.926056419715692e-4,-0.3953899647065735,-0.5642033236392391,-1.6687598609042664,-0.16881335893266558,0.12290502793296089,0.072,Clostridioides,dacomp (1e+07),"dacomp
1e+07 permutations"
Peptostreptococcus,2.0949720670391065,0.3227532677246732,1,TRUE,dacomp,10000000,NA,NA,NA,9.817661359692589e-5,1.4571137157425535e-5,-0.9068870767236628,-0.8938186161217437,-2.6711256570830795,0.013068460601919019,0.027932960893854747,0.005333333333333333,Peptostreptococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Romboutsia,3.06732738015005,0.07644339235566076,0.18986910681954092,FALSE,dacomp,10000000,NA,NA,NA,0.0014342082957929817,2.9739078441553803e-4,0.5458630373197074,0.5449705902519102,-2.2659852496652078,-8.924470677972307e-4,0.4581005586592179,0.456,Romboutsia,dacomp (1e+07),"dacomp
1e+07 permutations"
Solobacterium,2.0949720670391065,0.3229518677048132,1,TRUE,dacomp,10000000,NA,NA,NA,3.557762002775942e-5,4.807475491433136e-6,-0.8594281887825539,-0.8920722833350155,-2.654978141506368,-0.032644094552461644,0.061452513966480445,0.008,Solobacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Holdemanella,2.032680687786053,0.11623118837688116,1,TRUE,dacomp,10000000,NA,NA,NA,0.002664611143706288,1.1336256429175857e-4,-0.6529275077538907,-0.709862564148216,-4.542779557728978,-0.05693505639432528,0.08379888268156424,0.08,Holdemanella,dacomp (1e+07),"dacomp
1e+07 permutations"
Faecalicoccus,6.307687636628587,0.033441696655830334,0.1109307369069263,TRUE,dacomp,10000000,NA,NA,NA,8.856211017052139e-4,6.0397201630886856e-6,-0.8551762620895509,-0.892446174565326,-6.976655807800743,-0.03726991247577516,0.0335195530726257,0.008,Faecalicoccus,dacomp (1e+07),"dacomp
1e+07 permutations"
Faecalitalea,3.3724339301220465,0.03332649666735033,0.1109307369069263,TRUE,dacomp,10000000,NA,NA,NA,0.002736782280270263,1.7329514453812225e-5,-0.8514574841879089,-0.8611123886191461,-7.222695342276023,-0.009654904431237177,0.027932960893854747,0.021333333333333333,Faecalitalea,dacomp (1e+07),"dacomp
1e+07 permutations"
[Clostridium]_innocuum_group,18.617919970349167,1.4599998540000147e-5,1.0901427481285824e-4,FALSE,dacomp,10000000,NA,NA,NA,0.008187734851604492,8.714719793245367e-4,1.0227951781294435,0.2536234027814888,-3.2304598716807726,-0.7691717753479548,0.4692737430167598,0.3973333333333333,[Clostridium]_innocuum_group,dacomp (1e+07),"dacomp
1e+07 permutations"
Coprobacillus,6.307673860925883,0.033371096662890336,0.1109307369069263,TRUE,dacomp,10000000,NA,NA,NA,9.827442584132296e-4,0,-0.8373825331986368,-0.9196070491585991,-9.942139500183481,-0.08222451595996239,0.03910614525139665,0,Coprobacillus,dacomp (1e+07),"dacomp
1e+07 permutations"
Erysipelotrichaceae_UCG-003,2.4068658077560543,0.11639248836075117,1,TRUE,dacomp,10000000,NA,NA,NA,8.953711901475965e-4,2.2366865912539684e-4,0.4451101372555991,0.5555270122297862,-1.9962973954128953,0.11041687497418706,0.5307262569832403,0.5786666666666667,Erysipelotrichaceae_UCG-003,dacomp (1e+07),"dacomp
1e+07 permutations"
Erysipelatoclostridium,5.849651539868034,0.015481198451880155,0.07098729915127008,FALSE,dacomp,10000000,NA,NA,NA,0.01173526387529891,0.01095864341532158,3.226189891548062,2.977179268123063,-0.09877235438282723,-0.2490106234249989,0.8715083798882681,0.9066666666666666,Erysipelatoclostridium,dacomp (1e+07),"dacomp
1e+07 permutations"
Eubacterium,1.9786591119198784,0.19678048032195197,1,TRUE,dacomp,10000000,NA,NA,NA,4.680382616134173e-4,2.753939628615203e-4,-0.7778792574832938,-0.780508878005157,-0.7629795108404114,-0.0026296205218632185,0.0446927374301676,0.037333333333333336,Eubacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Christensenellaceae_R-7_group,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,6.949539271263386e-6,1.4671854683937434e-5,-0.965357256467539,-0.8885828645566065,0.9792327713537536,0.0767743919109325,0.0335195530726257,0.013333333333333334,Christensenellaceae_R-7_group,dacomp (1e+07),"dacomp
1e+07 permutations"
Stenotrophomonas,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,8.38815872007023e-6,1.3777359416694163e-6,-0.9854417101478805,-0.8996237598951712,-1.9812537266927224,0.08581795025270933,0.0111731843575419,0.010666666666666666,Stenotrophomonas,dacomp (1e+07),"dacomp
1e+07 permutations"
Pseudomonas,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,1.3358093848442095e-6,6.41756049644419e-6,-1.0060056197416611,-0.8556622161318125,1.6670222411360793,0.15034340360984866,0.0111731843575419,0.029333333333333333,Pseudomonas,dacomp (1e+07),"dacomp
1e+07 permutations"
Halomonas,0.9563961352657051,0.5620019437998056,1,TRUE,dacomp,10000000,NA,NA,NA,1.665404636132055e-5,2.6249494621565892e-5,-0.9262265447485777,-0.8398119783389133,0.6262305819175118,0.08641456640966438,0.0335195530726257,0.032,Halomonas,dacomp (1e+07),"dacomp
1e+07 permutations"
8_Comamonadaceae(F),0.9563961352657051,0.5619569438043056,1,TRUE,dacomp,10000000,NA,NA,NA,2.7525133752183636e-6,2.4217056412439947e-6,-1.000726656815503,-0.8872337836763884,-0.13314155953288312,0.11349287313911471,0.0111731843575419,0.016,8_Comamonadaceae(F),dacomp (1e+07),"dacomp
1e+07 permutations"
Delftia,1.7747837833079414,0.2732314726768527,1,TRUE,dacomp,10000000,NA,NA,NA,1.3982663805459322e-4,2.8025452462768617e-5,-0.8102425354280033,-0.8073272241586383,-2.2785297908794715,0.0029153112693649508,0.055865921787709494,0.034666666666666665,Delftia,dacomp (1e+07),"dacomp
1e+07 permutations"
Sutterella,0.4773333333333335,1,1,TRUE,dacomp,10000000,NA,NA,NA,1.4254806092447288e-5,4.02508794790908e-5,-0.9792704851238567,-0.790350214053026,1.4351610367209033,0.18892027107083076,0.0111731843575419,0.04,Sutterella,dacomp (1e+07),"dacomp
1e+07 permutations"
Haemophilus,0.5438478506153974,0.44586495541350446,1,FALSE,dacomp,10000000,NA,NA,NA,0.002044674584997756,0.004091092725334034,-0.07101066080506377,0.7438875148239535,1.0002621692965343,0.8148981756290173,0.24022346368715083,0.408,Haemophilus,dacomp (1e+07),"dacomp
1e+07 permutations"
9_Pasteurellaceae(F),NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,7.804683122060561e-7,1.2344522892215401e-5,-1.0148787300417446,-0.8783671431500023,2.905919060861089,0.13651158689174225,0.00558659217877095,0.010666666666666666,9_Pasteurellaceae(F),dacomp (1e+07),"dacomp
1e+07 permutations"
Acinetobacter,0.9563961352657051,0.5618581438141856,1,TRUE,dacomp,10000000,NA,NA,NA,1.4621787497438839e-5,1.635336689110069e-5,-0.8906192413981427,-0.7804713585589242,0.15165605995153922,0.1101478828392185,0.055865921787709494,0.056,Acinetobacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Bilophila,3.3778408426811257,0.10268578973142102,1,TRUE,dacomp,10000000,NA,NA,NA,2.0990955771825996e-5,9.770421571923018e-5,-0.9603162748374596,-0.7256920096580824,2.1662013963847557,0.23462426517937718,0.01675977653631285,0.05333333333333334,Bilophila,dacomp (1e+07),"dacomp
1e+07 permutations"
Fusobacterium,0.14002328897917737,0.804946019505398,1,TRUE,dacomp,10000000,NA,NA,NA,9.731407500585588e-5,3.001246817333648e-5,-0.7861685509935473,-0.8345076357219643,-1.664549623351757,-0.04833908472841697,0.0782122905027933,0.02666666666666667,Fusobacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Brevundimonas,0.9563961352657051,0.5618331438166856,1,TRUE,dacomp,10000000,NA,NA,NA,2.945738850932521e-6,5.991682790691008e-6,-0.9990538086266013,-0.8555185670828397,0.8253442576133306,0.14353524154376163,0.0111731843575419,0.029333333333333333,Brevundimonas,dacomp (1e+07),"dacomp
1e+07 permutations"
Akkermansia,2.3101863551732245,0.10596628940337106,1,TRUE,dacomp,10000000,NA,NA,NA,0.004062263333508513,2.3854425867240683e-4,0.33700029783296115,0.4530650803419854,-4.0842747254259795,0.11606478250902424,0.4245810055865922,0.5386666666666666,Akkermansia,dacomp (1e+07),"dacomp
1e+07 permutations"
Blastococcus,2.0949720670391065,0.3232839676716032,1,TRUE,dacomp,10000000,NA,NA,NA,6.3694927840032855e-6,1.2013893384140074e-6,-0.9862231390248545,-0.9009922688459705,-1.7431510038686466,0.08523087017888398,0.01675977653631285,0.010666666666666666,Blastococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Corynebacterium,0.021805560165197704,0.9645397035460297,1,TRUE,dacomp,10000000,NA,NA,NA,7.033494575704354e-5,1.4289753370354816e-4,-0.592970562910067,-0.12228380850042453,1.012360959255226,0.47068675440964247,0.1564245810055866,0.27466666666666667,Corynebacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Lawsonella,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,1.1832087840795333e-5,3.636585497127254e-5,-0.9394479746926289,-0.8803173255236768,1.5419646103379325,0.059130649168952054,0.0335195530726257,0.013333333333333334,Lawsonella,dacomp (1e+07),"dacomp
1e+07 permutations"
Cutibacterium,0.0014403426533327484,1,1,TRUE,dacomp,10000000,NA,NA,NA,4.316698086996379e-6,2.1989784547646408e-5,-1.0053237959827936,-0.7835968946835303,2.1123904964238043,0.2217269012992633,0.00558659217877095,0.048,Cutibacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Actinomyces,0.03382044162035395,0.8483508151649185,1,FALSE,dacomp,10000000,NA,NA,NA,0.002265899745312922,0.004654469762169941,1.7850055327679735,1.9104422921811846,1.0382061622543952,0.12543675941321109,0.6759776536312849,0.648,Actinomyces,dacomp (1e+07),"dacomp
1e+07 permutations"
Varibaculum,0.007018612393092568,0.895307010469299,1,TRUE,dacomp,10000000,NA,NA,NA,3.228635688727319e-4,7.619406861597117e-4,-0.5283051071462443,-0.42017641357933844,1.2361847111857327,0.10812869356690591,0.12849162011173185,0.11466666666666667,Varibaculum,dacomp (1e+07),"dacomp
1e+07 permutations"
Dermabacter,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,2.441086720133778e-5,3.2460207061047905e-5,-0.9572957729811025,-0.7969741331329052,0.3970007618508386,0.16032163984819725,0.01675977653631285,0.037333333333333336,Dermabacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Actinotignum,0.4773333333333335,1,1,TRUE,dacomp,10000000,NA,NA,NA,4.630686234623641e-6,1.443413354124492e-5,-1.0049325833294631,-0.8677987886794741,1.4547418283453626,0.13713379464998898,0.00558659217877095,0.013333333333333334,Actinotignum,dacomp (1e+07),"dacomp
1e+07 permutations"
Rothia,0.0054938146844368445,0.9458242054175795,1,FALSE,dacomp,10000000,NA,NA,NA,0.0018453884702376475,0.0020670712775443176,1.928588206805821,1.6821027311674361,0.16357978979508575,-0.24648547563838497,0.6703910614525139,0.5946666666666667,Rothia,dacomp (1e+07),"dacomp
1e+07 permutations"
Parabacteroides,0.891407619048518,0.36248516375148365,1,FALSE,dacomp,10000000,NA,NA,NA,0.003027187987429354,0.003970991003913723,-0.27758007877564206,0.2312766150749112,0.39140758590775987,0.5088566938505532,0.1452513966480447,0.216,Parabacteroides,dacomp (1e+07),"dacomp
1e+07 permutations"
Porphyromonas,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,2.177304534933965e-6,3.948242887008411e-6,-1.0002517038108338,-0.8866248375786554,0.6391129428778999,0.11362686623217844,0.0111731843575419,0.013333333333333334,Porphyromonas,dacomp (1e+07),"dacomp
1e+07 permutations"
Coprobacter,0.10071622374998555,0.798902820109718,1,TRUE,dacomp,10000000,NA,NA,NA,3.429789483542455e-5,1.6452391716979792e-4,-0.9700968590370874,-0.8542095250555497,2.2293856435771633,0.11588733398153772,0.0111731843575419,0.013333333333333334,Coprobacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Alistipes,0.002896375978729286,0.9117561088243891,1,TRUE,dacomp,10000000,NA,NA,NA,1.3823250570966638e-4,1.6867636960016878e-4,-0.8487319104136577,-0.6541204121499931,0.28528959121238573,0.19461149826366464,0.05027932960893855,0.08266666666666667,Alistipes,dacomp (1e+07),"dacomp
1e+07 permutations"
Gordonibacter,6.307673860925883,0.033427396657260335,0.1109307369069263,TRUE,dacomp,10000000,NA,NA,NA,3.479520574215423e-4,1.8070399105059454e-5,-0.787026907066382,-0.8275783864684253,-4.193621896167704,-0.04055147940204329,0.05027932960893855,0.029333333333333333,Gordonibacter,dacomp (1e+07),"dacomp
1e+07 permutations"
Senegalimassilia,0.004424398453825938,0.9904266009573399,1,TRUE,dacomp,10000000,NA,NA,NA,8.590678857234615e-4,6.192929973481404e-4,-0.626085470059979,-0.48507008545808844,-0.4715006991413731,0.14101538460189061,0.08379888268156424,0.10133333333333333,Senegalimassilia,dacomp (1e+07),"dacomp
1e+07 permutations"
Eggerthella,2.5457292124347997,0.12389728761027125,1,FALSE,dacomp,10000000,NA,NA,NA,0.0011017701949933743,7.736371672192501e-4,0.6048604374102082,0.3569424188528832,-0.5095395518117048,-0.24791801855732504,0.39664804469273746,0.32,Eggerthella,dacomp (1e+07),"dacomp
1e+07 permutations"
Slackia,4.197534612581999,0.10409958959004104,1,TRUE,dacomp,10000000,NA,NA,NA,7.302734866585879e-5,2.170141118910826e-5,-0.8929686928339743,-0.8698919146343731,-1.7052763758805562,0.02307677819960119,0.027932960893854747,0.013333333333333334,Slackia,dacomp (1e+07),"dacomp
1e+07 permutations"
Atopobium,0.3494224608493601,0.6867268313273168,1,TRUE,dacomp,10000000,NA,NA,NA,5.445490946425923e-5,7.330144101221166e-5,-0.6157325868488844,-0.5449407998736364,0.4220750019553785,0.07079178697524802,0.1564245810055866,0.12533333333333332,Atopobium,dacomp (1e+07),"dacomp
1e+07 permutations"
Olsenella,0.2837524119328782,1,1,TRUE,dacomp,10000000,NA,NA,NA,4.7955115567820084e-4,5.421110656075362e-4,-0.9014745824212328,-0.8659210606160576,0.17655724064183725,0.03555352180517524,0.0223463687150838,0.008,Olsenella,dacomp (1e+07),"dacomp
1e+07 permutations"
Libanicoccus,0.0018265027893705505,1,1,TRUE,dacomp,10000000,NA,NA,NA,5.765626470058314e-5,5.075785247759042e-4,-0.953771404769684,-0.7914618950369517,3.116113437481258,0.16230950973273228,0.01675977653631285,0.024,Libanicoccus,dacomp (1e+07),"dacomp
1e+07 permutations"
Collinsella,11.745508915791195,5.944999405500059e-4,0.0029650304727277216,FALSE,dacomp,10000000,NA,NA,NA,0.022411153078369335,0.008432991179600394,3.0978857190344837,2.9587049448781175,-1.409993833600571,-0.1391807741563662,0.8100558659217877,0.8773333333333333,Collinsella,dacomp (1e+07),"dacomp
1e+07 permutations"
Anaerococcus,0.0014403426533327484,1,1,TRUE,dacomp,10000000,NA,NA,NA,4.463547987184814e-5,4.4402350621229315e-5,-0.6994700361380736,-0.7386703735249867,-0.007388909580237432,-0.03920033738691309,0.12290502793296089,0.06933333333333333,Anaerococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
Finegoldia,1.7747837833079414,0.27322087267791273,1,TRUE,dacomp,10000000,NA,NA,NA,5.383303693824353e-5,2.7802345435730302e-5,-0.7226272118864717,-0.7826268042882685,-0.9288590816375231,-0.05999959240179675,0.11173184357541899,0.05333333333333334,Finegoldia,dacomp (1e+07),"dacomp
1e+07 permutations"
Peptoniphilus,0.29852227853575014,0.5198220480177952,1,TRUE,dacomp,10000000,NA,NA,NA,1.648439875780798e-4,1.4557697154828056e-4,-0.6754809431202732,-0.696267574610408,-0.17816824837667908,-0.02078663149013482,0.10614525139664804,0.06666666666666667,Peptoniphilus,dacomp (1e+07),"dacomp
1e+07 permutations"
Fenollaria,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,7.550826797744241e-6,3.6526661868016643e-6,-0.9970110645446347,-0.8922795584879566,-0.8780062417379854,0.10473150605667814,0.0111731843575419,0.010666666666666666,Fenollaria,dacomp (1e+07),"dacomp
1e+07 permutations"
Clostridium_sensu_strict18,2.0949720670391065,0.3230989676901032,1,TRUE,dacomp,10000000,NA,NA,NA,7.624908393286194e-5,6.114746331711097e-5,-0.8962134480834346,-0.876577546613704,-0.3138223189868279,0.0196359014697306,0.027932960893854747,0.010666666666666666,Clostridium_sensu_strict18,dacomp (1e+07),"dacomp
1e+07 permutations"
Sarcina,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,1.6519302687194968e-6,7.844776682524842e-6,-1.0106904994703343,-0.8742715145786707,1.737782876518403,0.1364189848916636,0.00558659217877095,0.013333333333333334,Sarcina,dacomp (1e+07),"dacomp
1e+07 permutations"
Clostridium_sensu_strict1,11.107533582328346,8.305999169400083e-4,0.0035277639329378925,FALSE,dacomp,10000000,NA,NA,NA,0.012953396078123937,0.008069566865253043,3.138899339840175,2.4603398253467663,-0.682699844944068,-0.6785595144934087,0.8435754189944135,0.7813333333333333,Clostridium_sensu_strict1,dacomp (1e+07),"dacomp
1e+07 permutations"
Butyricicoccus,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,1.4686238196834052e-5,1.663502143406884e-5,-0.9646624991825492,-0.8648062115669192,0.16894391611224793,0.09985628761563003,0.01675977653631285,0.016,Butyricicoccus,dacomp (1e+07),"dacomp
1e+07 permutations"
Incertae_Sedis,0.6801071142272098,0.6234987376501262,1,TRUE,dacomp,10000000,NA,NA,NA,6.849565702443647e-5,1.0490882382778833e-4,-0.7606509020540722,-0.7555754117303914,0.6078280651722282,0.005075490323680709,0.0893854748603352,0.04,Incertae_Sedis,dacomp (1e+07),"dacomp
1e+07 permutations"
UBA1819,4.9281611788483115,0.023608697639130236,0.09721504027849598,TRUE,dacomp,10000000,NA,NA,NA,2.2014493711420695e-4,9.97908327630875e-5,-0.7814661099655174,-0.7579008874955571,-1.1336277863521838,0.02356522246996029,0.05027932960893855,0.04,UBA1819,dacomp (1e+07),"dacomp
1e+07 permutations"
Faecalibacterium,0.04614149637009178,0.8353310164668983,1,FALSE,dacomp,10000000,NA,NA,NA,4.654109986573559e-4,4.883224071895797e-4,0.9932675212087926,1.1021176050398906,0.06918353877097735,0.10885008383109807,0.5754189944134078,0.6053333333333333,Faecalibacterium,dacomp (1e+07),"dacomp
1e+07 permutations"
Subdoligranulum,0.9138116828885502,0.3904805609519439,1,TRUE,dacomp,10000000,NA,NA,NA,2.919895693584428e-4,1.743484271000451e-4,-0.43056903040485284,-0.24926528339435142,-0.7406248150978697,0.18130374701050142,0.20670391061452514,0.25866666666666666,Subdoligranulum,dacomp (1e+07),"dacomp
1e+07 permutations"
Ruminococcus,NA,NA,1,TRUE,dacomp,10000000,NA,NA,NA,1.145783910199029e-5,1.4691684187697488e-5,-0.9640853276896119,-0.8394199202094933,0.33294636033484165,0.12466540748011856,0.0223463687150838,0.02666666666666667,Ruminococcus,dacomp (1e+07),"dacomp
1e+07 permutations"
CAG-352,1.4638190916768286,0.22417857758214224,1,TRUE,dacomp,10000000,NA,NA,NA,3.731170796802845e-5,8.426007257242213e-5,-0.6435460514254109,-0.41287322006030985,1.1540849395595854,0.23067283136510103,0.1564245810055866,0.18933333333333333,CAG-352,dacomp (1e+07),"dacomp
1e+07 permutations"
Flavonifractor,1.4137924401359079,0.2596558740344126,1,TRUE,dacomp,10000000,NA,NA,NA,2.4450482052013647e-4,4.4656876822093164e-4,-0.5134200758874747,-0.6151485161297356,0.8663580148502387,-0.10172844024226091,0.15083798882681565,0.08266666666666667,Flavonifractor,dacomp (1e+07),"dacomp
1e+07 permutations"
